GAME_DATE,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,POINTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,POINTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
2020-02-03,21900747,Final,1610612748,1610612755,2019,1610612748,137,0.565,0.833,0.5,27,35,1610612755,106,0.434,0.84,0.342,24,44,1
2020-02-03,21900748,Final,1610612763,1610612765,2019,1610612763,96,0.467,0.833,0.118,27,47,1610612765,82,0.347,0.667,0.308,21,51,1
2020-02-03,21900749,Final,1610612758,1610612750,2019,1610612758,113,0.507,0.742,0.519,26,34,1610612750,109,0.435,0.786,0.342,25,45,1
2020-02-03,21900750,Final,1610612746,1610612759,2019,1610612746,108,0.464,0.792,0.407,28,51,1610612759,105,0.421,0.813,0.324,21,46,1
2020-02-02,21900737,Final,1610612765,1610612743,2019,1610612765,128,0.511,0.75,0.452,33,43,1610612743,123,0.5,0.773,0.313,30,47,1
2020-02-02,21900738,Final,1610612745,1610612740,2019,1610612745,117,0.39,0.864,0.314,22,43,1610612740,109,0.447,0.75,0.303,21,63,1
2020-02-02,21900739,Final,1610612749,1610612756,2019,1610612749,129,0.495,0.667,0.395,30,60,1610612756,108,0.394,0.87,0.261,20,49,1
2020-02-02,21900740,Final,1610612761,1610612741,2019,1610612761,129,0.56,0.826,0.471,28,46,1610612741,102,0.389,0.654,0.313,25,41,1
2020-02-01,21900727,Final,1610612746,1610612750,2019,1610612746,118,0.459,0.889,0.353,20,50,1610612750,106,0.405,0.838,0.179,24,44,1
2020-02-01,21900728,Final,1610612754,1610612752,2019,1610612754,85,0.421,0.619,0.333,21,34,1610612752,92,0.415,0.739,0.269,19,57,0
2020-02-01,21900729,Final,1610612753,1610612748,2019,1610612753,89,0.398,0.824,0.273,21,39,1610612748,102,0.429,0.808,0.455,24,48,0
2020-02-01,21900730,Final,1610612739,1610612744,2019,1610612739,112,0.432,1,0.364,26,46,1610612744,131,0.533,0.895,0.514,39,44,0
2020-02-01,21900731,Final,1610612764,1610612751,2019,1610612764,113,0.44,0.615,0.281,21,51,1610612751,107,0.415,0.619,0.34,25,53,1
2020-02-01,21900732,Final,1610612738,1610612755,2019,1610612738,116,0.475,0.78,0.267,15,42,1610612755,95,0.369,0.839,0.212,15,47,1
2020-02-01,21900733,Final,1610612742,1610612737,2019,1610612742,123,0.468,0.938,0.513,26,53,1610612737,100,0.407,0.762,0.303,19,50,1
2020-02-01,21900734,Final,1610612759,1610612766,2019,1610612759,114,0.517,0.667,0.357,27,44,1610612766,90,0.422,0.833,0.278,29,37,1
2020-02-01,21900736,Final,1610612758,1610612747,2019,1610612758,113,0.429,0.808,0.318,21,44,1610612747,129,0.512,0.815,0.442,33,46,0
2020-02-01,21900735,Final,1610612757,1610612762,2019,1610612757,124,0.511,0.833,0.517,20,51,1610612762,107,0.426,1,0.439,19,37,1
2020-01-31,21900720,Final,1610612765,1610612761,2019,1610612765,92,0.354,0.735,0.306,18,45,1610612761,105,0.518,0.727,0.333,26,42,0
2020-01-31,21900721,Final,1610612751,1610612741,2019,1610612751,133,0.625,0.72,0.484,31,37,1610612741,118,0.488,0.846,0.353,27,38,1
2020-01-31,21900722,Final,1610612745,1610612742,2019,1610612745,128,0.459,0.85,0.467,25,37,1610612742,121,0.478,0.778,0.389,29,52,1
2020-01-31,21900723,Final,1610612740,1610612763,2019,1610612740,139,0.537,0.846,0.441,30,57,1610612763,111,0.469,0.577,0.194,17,34,1
2020-01-31,21900724,Final,1610612749,1610612743,2019,1610612749,115,0.453,0.654,0.3,29,46,1610612743,127,0.48,1,0.478,29,50,0
2020-01-31,21900725,Final,1610612756,1610612760,2019,1610612756,107,0.474,0.897,0.375,20,40,1610612760,111,0.433,0.909,0.226,26,41,0
2020-01-31,21900726,Final,1610612747,1610612757,2019,1610612747,119,0.469,0.643,0.344,28,62,1610612757,127,0.505,0.762,0.361,25,40,0
2020-01-30,21900714,Final,1610612739,1610612761,2019,1610612739,109,0.467,0.857,0.361,23,52,1610612761,115,0.488,0.75,0.375,23,37,0
2020-01-30,21900715,Final,1610612764,1610612766,2019,1610612764,121,0.477,0.926,0.378,24,57,1610612766,107,0.434,0.632,0.3,32,38,1
2020-01-30,21900716,Final,1610612737,1610612755,2019,1610612737,127,0.483,0.865,0.314,29,48,1610612755,117,0.463,0.711,0.29,22,42,1
2020-01-30,21900717,Final,1610612738,1610612744,2019,1610612738,119,0.477,0.909,0.429,27,51,1610612744,104,0.429,0.867,0.308,24,30,1
2020-01-30,21900718,Final,1610612743,1610612762,2019,1610612743,106,0.471,0.81,0.333,25,43,1610612762,100,0.462,0.647,0.459,24,35,1
2020-01-30,21900719,Final,1610612746,1610612758,2019,1610612746,103,0.38,0.8,0.419,26,39,1610612758,124,0.5,0.833,0.512,27,47,0
2020-01-29,21900708,Final,1610612754,1610612741,2019,1610612754,115,0.517,0.727,0.259,26,46,1610612741,106,0.529,0.667,0.182,26,34,1
2020-01-29,21900709,Final,1610612751,1610612765,2019,1610612751,125,0.506,0.8,0.385,26,37,1610612765,115,0.506,0.75,0.385,25,41,1
2020-01-29,21900710,Final,1610612752,1610612763,2019,1610612752,106,0.429,0.655,0.321,26,46,1610612763,127,0.5,0.848,0.464,25,44,0
2020-01-29,21900711,Final,1610612759,1610612762,2019,1610612759,127,0.561,0.9,0.258,23,35,1610612762,120,0.44,0.696,0.368,18,43,1
2020-01-29,21900712,Final,1610612757,1610612745,2019,1610612757,125,0.517,0.741,0.361,24,50,1610612745,112,0.426,0.833,0.362,21,39,1
2020-01-29,21900713,Final,1610612758,1610612760,2019,1610612758,100,0.462,0.636,0.231,22,39,1610612760,120,0.5,0.85,0.441,32,45,0
2020-01-28,21900699,Final,1610612766,1610612752,2019,1610612766,97,0.386,0.778,0.25,22,51,1610612752,92,0.442,0.636,0.281,17,41,1
2020-01-28,21900702,Final,1610612755,1610612744,2019,1610612755,115,0.512,0.769,0.344,28,44,1610612744,104,0.425,0.714,0.375,29,40,1
2020-01-28,21900700,Final,1610612739,1610612740,2019,1610612739,111,0.438,0.889,0.324,25,46,1610612740,125,0.534,0.75,0.382,29,40,0
2020-01-28,21900703,Final,1610612761,1610612737,2019,1610612761,130,0.495,0.778,0.302,26,52,1610612737,114,0.446,0.8,0.255,28,44,1
2020-01-28,21900701,Final,1610612748,1610612738,2019,1610612748,101,0.371,0.839,0.243,15,45,1610612738,109,0.47,0.75,0.361,24,48,0
2020-01-28,21900704,Final,1610612763,1610612743,2019,1610612763,104,0.561,0.429,0.333,32,41,1610612743,96,0.372,0.833,0.378,23,44,1
2020-01-28,21900705,Final,1610612749,1610612764,2019,1610612749,151,0.556,0.914,0.514,31,46,1610612764,131,0.468,0.853,0.438,28,35,1
2020-01-28,21900706,Final,1610612742,1610612756,2019,1610612742,104,0.446,0.852,0.212,19,33,1610612756,133,0.593,0.905,0.429,34,39,0
2020-01-27,21900693,Final,1610612765,1610612739,2019,1610612765,100,0.452,0.706,0.343,18,37,1610612739,115,0.5,0.769,0.375,25,45,0
2020-01-27,21900694,Final,1610612748,1610612753,2019,1610612748,113,0.532,0.938,0.5,31,41,1610612753,92,0.371,0.789,0.297,23,41,1
2020-01-27,21900695,Final,1610612741,1610612759,2019,1610612741,110,0.452,0.8,0.378,28,50,1610612759,109,0.463,0.676,0.4,21,47,1
2020-01-27,21900696,Final,1610612750,1610612758,2019,1610612750,129,0.483,0.606,0.5,29,45,1610612758,133,0.5,0.794,0.45,27,44,0
2020-01-27,21900697,Final,1610612760,1610612742,2019,1610612760,97,0.395,0.895,0.4,23,48,1610612742,107,0.414,0.667,0.373,21,56,0
2020-01-27,21900698,Final,1610612762,1610612745,2019,1610612762,117,0.506,0.731,0.286,24,38,1610612745,126,0.469,0.714,0.375,14,40,0
2020-01-26,21900685,Final,1610612743,1610612745,2019,1610612743,117,0.473,0.9,0.393,28,42,1610612745,110,0.455,0.704,0.333,19,44,1
2020-01-26,21900686,Final,1610612759,1610612761,2019,1610612759,106,0.415,0.917,0.432,27,48,1610612761,110,0.414,0.8,0.32,31,50,0
2020-01-26,21900687,Final,1610612737,1610612764,2019,1610612737,152,0.581,0.853,0.429,30,48,1610612764,133,0.477,0.905,0.333,20,34,1
2020-01-26,21900688,Final,1610612752,1610612751,2019,1610612752,110,0.533,0.462,0.316,19,48,1610612751,97,0.42,0.696,0.333,21,34,1
2020-01-26,21900689,Final,1610612753,1610612746,2019,1610612753,97,0.358,0.688,0.219,27,44,1610612746,112,0.468,0.862,0.433,20,53,0
2020-01-26,21900690,Final,1610612763,1610612756,2019,1610612763,114,0.524,0.692,0.421,25,46,1610612756,109,0.38,0.8,0.379,23,42,1
2020-01-26,21900691,Final,1610612740,1610612738,2019,1610612740,123,0.478,0.655,0.444,31,54,1610612738,108,0.461,0.818,0.242,21,37,1
2020-01-26,21900692,Final,1610612757,1610612754,2019,1610612757,139,0.544,0.84,0.571,27,43,1610612754,129,0.516,0.952,0.464,31,31,1
2020-01-25,21900680,Final,1610612762,1610612742,2019,1610612762,112,0.44,0.773,0.349,22,54,1610612742,107,0.433,0.538,0.39,19,44,1
2020-01-25,21900681,Final,1610612765,1610612751,2019,1610612765,111,0.413,0.667,0.371,20,52,1610612751,121,0.447,0.88,0.357,19,55,0
2020-01-25,21900682,Final,1610612739,1610612741,2019,1610612739,106,0.5,0.818,0.433,30,43,1610612741,118,0.518,0.75,0.364,24,36,0
2020-01-25,21900683,Final,1610612750,1610612760,2019,1610612750,104,0.444,0.667,0.279,33,41,1610612760,113,0.488,0.96,0.458,20,43,0
2020-01-25,21900684,Final,1610612755,1610612747,2019,1610612755,108,0.526,0.684,0.351,19,41,1610612747,91,0.461,0.652,0.194,23,35,1
2020-01-24,21900669,Final,1610612766,1610612749,2019,1610612766,103,0.372,0.833,0.359,24,39,1610612749,116,0.506,0.75,0.278,26,53,0
2020-01-24,21900670,Final,1610612765,1610612763,2019,1610612765,112,0.429,0.742,0.344,23,37,1610612763,125,0.544,0.903,0.5,27,49,0
2020-01-24,21900671,Final,1610612753,1610612738,2019,1610612753,98,0.4,0.737,0.324,18,46,1610612738,109,0.465,0.833,0.4,27,44,0
2020-01-24,21900672,Final,1610612752,1610612761,2019,1610612752,112,0.494,0.714,0.361,26,46,1610612761,118,0.506,0.826,0.486,25,31,0
2020-01-24,21900673,Final,1610612748,1610612746,2019,1610612748,117,0.43,0.828,0.295,25,45,1610612746,122,0.457,0.87,0.457,33,48,0
2020-01-24,21900674,Final,1610612741,1610612758,2019,1610612741,81,0.392,0.786,0.216,23,43,1610612758,98,0.432,0.857,0.313,24,42,0
2020-01-24,21900675,Final,1610612750,1610612745,2019,1610612750,124,0.49,0.85,0.344,28,51,1610612745,131,0.516,0.839,0.344,24,35,0
2020-01-24,21900676,Final,1610612740,1610612743,2019,1610612740,106,0.463,0.6,0.444,24,45,1610612743,113,0.377,1,0.317,26,56,0
2020-01-24,21900677,Final,1610612760,1610612737,2019,1610612760,140,0.581,0.765,0.56,28,45,1610612737,111,0.457,0.8,0.306,24,37,1
2020-01-24,21900678,Final,1610612759,1610612756,2019,1610612759,99,0.423,0.848,0.2,19,43,1610612756,103,0.464,0.81,0.276,25,42,0
2020-01-24,21900679,Final,1610612744,1610612754,2019,1610612744,118,0.488,0.826,0.487,31,38,1610612754,129,0.575,0.923,0.607,35,36,0
2020-01-23,21900666,Final,1610612739,1610612764,2019,1610612739,112,0.458,0.765,0.333,24,36,1610612764,124,0.553,0.778,0.444,28,41,0
2020-01-23,21900667,Final,1610612751,1610612747,2019,1610612751,113,0.44,0.8,0.457,30,41,1610612747,128,0.5,0.75,0.5,28,52,0
2020-01-23,21900668,Final,1610612757,1610612742,2019,1610612757,125,0.505,0.8,0.538,20,43,1610612742,133,0.516,0.625,0.468,27,41,0
2020-01-22,21900654,Final,1610612765,1610612758,2019,1610612765,127,0.534,0.841,0.414,19,48,1610612758,106,0.429,0.522,0.286,23,45,1
2020-01-22,21900655,Final,1610612753,1610612760,2019,1610612753,114,0.478,0.75,0.4,26,39,1610612760,120,0.605,0.826,0.474,22,36,0
2020-01-22,21900660,Final,1610612761,1610612755,2019,1610612761,107,0.465,0.667,0.394,27,53,1610612755,95,0.381,0.722,0.391,25,45,1
2020-01-22,21900656,Final,1610612737,1610612746,2019,1610612737,102,0.353,0.826,0.314,21,63,1610612746,95,0.423,0.641,0.19,19,45,1
2020-01-22,21900657,Final,1610612738,1610612763,2019,1610612738,119,0.506,0.75,0.438,32,44,1610612763,95,0.424,0.8,0.344,24,40,1
2020-01-22,21900658,Final,1610612748,1610612764,2019,1610612748,134,0.506,0.861,0.515,29,43,1610612764,129,0.505,0.8,0.31,30,41,1
2020-01-22,21900659,Final,1610612752,1610612747,2019,1610612752,92,0.409,0.692,0.324,24,47,1610612747,100,0.439,0.679,0.333,18,43,0
2020-01-22,21900661,Final,1610612741,1610612750,2019,1610612741,117,0.464,0.811,0.3,21,50,1610612750,110,0.477,0.542,0.341,27,43,1
2020-01-22,21900662,Final,1610612745,1610612743,2019,1610612745,121,0.472,0.857,0.448,26,53,1610612743,105,0.457,0.733,0.357,25,40,1
2020-01-22,21900664,Final,1610612756,1610612754,2019,1610612756,87,0.357,0.885,0.2,13,44,1610612754,112,0.536,0.65,0.45,26,42,0
2020-01-22,21900663,Final,1610612740,1610612759,2019,1610612740,117,0.464,0.781,0.389,26,41,1610612759,121,0.506,0.8,0.407,17,44,0
2020-01-22,21900665,Final,1610612744,1610612762,2019,1610612744,96,0.398,0.833,0.261,20,37,1610612762,129,0.538,0.522,0.425,31,56,0
2020-01-21,21900653,Final,1610612742,1610612746,2019,1610612742,107,0.429,0.708,0.279,23,49,1610612746,110,0.371,0.788,0.316,19,57,0
2020-01-20,21900639,Final,1610612764,1610612765,2019,1610612764,106,0.512,0.813,0.375,22,44,1610612765,100,0.427,0.7,0.313,19,41,1
2020-01-20,21900640,Final,1610612737,1610612761,2019,1610612737,117,0.494,0.697,0.364,26,50,1610612761,122,0.413,0.767,0.31,25,45,0
2020-01-20,21900641,Final,1610612751,1610612755,2019,1610612751,111,0.481,0.647,0.379,22,47,1610612755,117,0.447,0.741,0.333,30,43,0
2020-01-20,21900642,Final,1610612766,1610612753,2019,1610612766,83,0.382,0.75,0.303,21,39,1610612753,106,0.478,0.444,0.5,25,47,0
2020-01-20,21900643,Final,1610612739,1610612752,2019,1610612739,86,0.34,0.647,0.333,15,53,1610612752,106,0.482,0.882,0.391,17,49,0
2020-01-20,21900644,Final,1610612748,1610612758,2019,1610612748,118,0.506,0.818,0.381,26,42,1610612758,113,0.415,0.8,0.255,27,49,1
2020-01-20,21900645,Final,1610612745,1610612760,2019,1610612745,107,0.443,0.706,0.2,21,43,1610612760,112,0.435,0.769,0.375,14,47,0
2020-01-20,21900646,Final,1610612763,1610612740,2019,1610612763,116,0.447,0.714,0.273,26,51,1610612740,126,0.477,0.875,0.438,24,43,0
2020-01-20,21900647,Final,1610612749,1610612741,2019,1610612749,111,0.584,0.435,0.423,34,48,1610612741,98,0.37,0.889,0.292,18,39,1
2020-01-20,21900648,Final,1610612738,1610612747,2019,1610612738,139,0.559,0.655,0.471,31,48,1610612747,107,0.438,0.759,0.269,22,36,1
2020-01-20,21900649,Final,1610612750,1610612743,2019,1610612750,100,0.418,0.786,0.31,26,42,1610612743,107,0.478,0.833,0.355,26,53,0
2020-01-20,21900650,Final,1610612756,1610612759,2019,1610612756,118,0.525,0.867,0.364,26,43,1610612759,120,0.494,0.773,0.548,30,31,0
2020-01-20,21900651,Final,1610612762,1610612754,2019,1610612762,118,0.54,1,0.387,22,53,1610612754,88,0.419,0.429,0.269,23,30,1
2020-01-20,21900652,Final,1610612757,1610612744,2019,1610612757,129,0.44,0.9,0.318,21,54,1610612744,124,0.414,0.864,0.25,30,60,1
2020-01-19,21900637,Final,1610612759,1610612748,2019,1610612759,107,0.424,0.958,0.364,27,43,1610612748,102,0.43,0.9,0.294,23,47,1
2020-01-19,21900638,Final,1610612743,1610612754,2019,1610612743,107,0.466,0.688,0.13,22,44,1610612754,115,0.5,0.842,0.448,31,38,0
2020-01-18,21900626,Final,1610612740,1610612746,2019,1610612740,130,0.535,0.639,0.366,32,48,1610612746,133,0.495,0.795,0.323,22,36,0
2020-01-18,21900627,Final,1610612751,1610612749,2019,1610612751,97,0.333,0.941,0.306,23,47,1610612749,117,0.506,0.625,0.459,30,54,0
2020-01-18,21900628,Final,1610612738,1610612756,2019,1610612738,119,0.438,0.909,0.357,26,39,1610612756,123,0.472,0.867,0.419,27,52,0
2020-01-18,21900629,Final,1610612737,1610612765,2019,1610612737,103,0.43,0.867,0.294,18,32,1610612765,136,0.593,0.76,0.469,31,41,0
2020-01-18,21900630,Final,1610612752,1610612755,2019,1610612752,87,0.398,0.611,0.24,20,48,1610612755,90,0.436,0.632,0.313,26,41,0
2020-01-18,21900631,Final,1610612741,1610612739,2019,1610612741,118,0.552,0.765,0.36,25,26,1610612739,116,0.548,0.913,0.517,27,36,1
2020-01-18,21900632,Final,1610612750,1610612761,2019,1610612750,112,0.404,0.815,0.28,34,49,1610612761,122,0.516,0.882,0.371,25,42,0
2020-01-18,21900633,Final,1610612745,1610612747,2019,1610612745,115,0.444,0.793,0.324,20,46,1610612747,124,0.484,0.719,0.333,25,49,0
2020-01-18,21900634,Final,1610612744,1610612753,2019,1610612744,109,0.457,1,0.3,25,44,1610612753,95,0.453,0.615,0.29,21,46,1
2020-01-18,21900635,Final,1610612760,1610612757,2019,1610612760,119,0.518,0.722,0.318,25,48,1610612757,106,0.429,0.762,0.375,11,40,1
2020-01-18,21900636,Final,1610612762,1610612758,2019,1610612762,123,0.506,0.958,0.333,24,47,1610612758,101,0.488,0.583,0.385,20,37,1
2020-01-17,21900619,Final,1610612754,1610612750,2019,1610612754,116,0.561,0.8,0.333,24,41,1610612750,114,0.455,0.81,0.436,22,36,1
2020-01-17,21900620,Final,1610612755,1610612741,2019,1610612755,100,0.488,1,0.31,30,44,1610612741,89,0.432,0.733,0.229,21,37,1
2020-01-17,21900621,Final,1610612761,1610612764,2019,1610612761,140,0.571,0.875,0.512,35,41,1610612764,111,0.449,0.696,0.429,19,43,1
2020-01-17,21900622,Final,1610612763,1610612739,2019,1610612763,113,0.506,0.7,0.321,32,44,1610612739,109,0.446,0.692,0.25,18,50,1
2020-01-17,21900623,Final,1610612760,1610612748,2019,1610612760,108,0.44,0.889,0.391,29,35,1610612748,115,0.488,0.792,0.389,26,45,0
2020-01-17,21900624,Final,1610612759,1610612737,2019,1610612759,120,0.459,0.957,0.276,28,48,1610612737,121,0.5,0.741,0.475,21,43,0
2020-01-17,21900625,Final,1610612742,1610612757,2019,1610612742,120,0.438,0.786,0.426,19,43,1610612757,112,0.518,0.682,0.3,25,40,1
2020-01-16,21900614,Final,1610612752,1610612756,2019,1610612752,98,0.411,0.667,0.308,21,40,1610612756,121,0.511,0.833,0.4,31,53,0
2020-01-16,21900615,Final,1610612749,1610612738,2019,1610612749,128,0.494,0.703,0.516,21,50,1610612738,123,0.439,0.815,0.306,16,43,1
2020-01-16,21900616,Final,1610612740,1610612762,2019,1610612740,138,0.548,0.714,0.423,29,45,1610612762,132,0.46,0.781,0.385,23,43,1
2020-01-16,21900617,Final,1610612744,1610612743,2019,1610612744,131,0.442,0.871,0.444,36,42,1610612743,134,0.47,0.885,0.486,31,56,0
2020-01-16,21900618,Final,1610612746,1610612753,2019,1610612746,122,0.495,0.7,0.438,29,59,1610612753,95,0.391,0.563,0.333,24,42,1
2020-01-15,21900604,Final,1610612738,1610612765,2019,1610612738,103,0.494,0.6,0.321,21,44,1610612765,116,0.603,0.526,0.375,30,34,0
2020-01-15,21900605,Final,1610612755,1610612751,2019,1610612755,117,0.511,0.64,0.367,25,49,1610612751,106,0.437,0.6,0.48,20,44,1
2020-01-15,21900606,Final,1610612748,1610612759,2019,1610612748,106,0.466,0.538,0.425,26,49,1610612759,100,0.438,0.8,0.303,22,41,1
2020-01-15,21900607,Final,1610612741,1610612764,2019,1610612741,115,0.506,0.682,0.368,26,41,1610612764,106,0.468,0.808,0.407,25,38,1
2020-01-15,21900608,Final,1610612750,1610612754,2019,1610612750,99,0.432,0.75,0.393,26,45,1610612754,104,0.518,0.75,0.304,27,45,0
2020-01-15,21900609,Final,1610612760,1610612761,2019,1610612760,121,0.506,0.95,0.381,32,31,1610612761,130,0.612,0.733,0.556,33,36,0
2020-01-15,21900610,Final,1610612743,1610612766,2019,1610612743,100,0.481,0.6,0.321,28,40,1610612766,86,0.407,0.571,0.343,28,42,1
2020-01-15,21900611,Final,1610612745,1610612757,2019,1610612745,107,0.396,0.652,0.327,24,50,1610612757,117,0.432,0.828,0.306,22,58,0
2020-01-15,21900612,Final,1610612758,1610612742,2019,1610612758,123,0.521,0.55,0.364,28,42,1610612742,127,0.511,0.833,0.325,24,47,0
2020-01-15,21900613,Final,1610612747,1610612753,2019,1610612747,118,0.495,0.636,0.395,34,48,1610612753,119,0.457,0.793,0.385,22,48,0
2020-01-14,21900598,Final,1610612737,1610612756,2019,1610612737,123,0.495,0.85,0.452,25,46,1610612756,110,0.46,0.813,0.2,20,40,1
2020-01-14,21900599,Final,1610612751,1610612762,2019,1610612751,107,0.5,0.6,0.308,22,43,1610612762,118,0.5,0.867,0.361,19,41,0
2020-01-14,21900600,Final,1610612763,1610612745,2019,1610612763,121,0.505,0.842,0.351,29,42,1610612745,110,0.43,0.917,0.311,18,41,1
2020-01-14,21900601,Final,1610612749,1610612752,2019,1610612749,128,0.489,0.821,0.417,27,59,1610612752,102,0.353,0.731,0.297,26,49,1
2020-01-14,21900602,Final,1610612744,1610612742,2019,1610612744,97,0.448,0.769,0.281,27,36,1610612742,124,0.51,0.619,0.351,23,53,0
2020-01-14,21900603,Final,1610612746,1610612739,2019,1610612746,128,0.521,0.714,0.395,29,53,1610612739,103,0.418,0.867,0.378,25,40,1
2020-01-13,21900591,Final,1610612765,1610612740,2019,1610612765,110,0.404,0.792,0.344,27,43,1610612740,117,0.417,0.815,0.346,23,61,0
2020-01-13,21900592,Final,1610612754,1610612755,2019,1610612754,101,0.384,0.806,0.385,24,50,1610612755,95,0.416,0.789,0.182,17,52,1
2020-01-13,21900593,Final,1610612738,1610612741,2019,1610612738,113,0.47,0.897,0.391,28,43,1610612741,101,0.457,0.808,0.24,16,38,1
2020-01-13,21900594,Final,1610612750,1610612760,2019,1610612750,104,0.418,0.762,0.343,23,37,1610612760,117,0.5,0.885,0.4,25,51,0
2020-01-13,21900595,Final,1610612757,1610612766,2019,1610612757,115,0.506,0.789,0.432,26,47,1610612766,112,0.444,0.778,0.474,24,42,1
2020-01-13,21900596,Final,1610612758,1610612753,2019,1610612758,112,0.517,0.909,0.387,25,44,1610612753,114,0.435,0.833,0.31,17,46,0
2020-01-13,21900597,Final,1610612747,1610612739,2019,1610612747,128,0.545,0.75,0.367,33,45,1610612739,99,0.447,0.667,0.28,21,40,1
2020-01-12,21900584,Final,1610612752,1610612748,2019,1610612752,124,0.511,0.821,0.29,24,39,1610612748,121,0.538,0.821,0.4,24,39,1
2020-01-12,21900585,Final,1610612764,1610612762,2019,1610612764,116,0.505,0.882,0.318,28,37,1610612762,127,0.533,0.84,0.333,24,44,0
2020-01-12,21900586,Final,1610612751,1610612737,2019,1610612751,108,0.532,0.552,0.385,25,62,1610612737,86,0.33,0.909,0.25,23,33,1
2020-01-12,21900587,Final,1610612761,1610612759,2019,1610612761,104,0.406,0.818,0.354,30,45,1610612759,105,0.437,0.733,0.219,24,51,0
2020-01-12,21900588,Final,1610612763,1610612744,2019,1610612763,122,0.45,0.84,0.314,33,60,1610612744,102,0.38,0.714,0.5,23,47,1
2020-01-12,21900589,Final,1610612743,1610612746,2019,1610612743,114,0.481,0.784,0.44,24,44,1610612746,104,0.452,0.769,0.242,21,42,1
2020-01-12,21900590,Final,1610612756,1610612766,2019,1610612756,100,0.5,0.611,0.333,22,51,1610612766,92,0.419,0.667,0.229,25,37,1
2020-01-11,21900577,Final,1610612745,1610612750,2019,1610612745,139,0.516,0.793,0.4,29,58,1610612750,109,0.379,0.667,0.271,28,44,1
2020-01-11,21900578,Final,1610612738,1610612740,2019,1610612738,140,0.55,0.889,0.483,29,53,1610612740,105,0.4,0.611,0.311,29,43,1
2020-01-11,21900579,Final,1610612765,1610612741,2019,1610612765,99,0.462,0.667,0.321,22,42,1610612741,108,0.506,0.929,0.314,24,38,0
2020-01-11,21900580,Final,1610612760,1610612747,2019,1610612760,110,0.467,0.882,0.29,23,37,1610612747,125,0.515,0.8,0.469,21,54,0
2020-01-11,21900581,Final,1610612742,1610612755,2019,1610612742,109,0.506,0.667,0.407,22,54,1610612755,91,0.378,0.667,0.243,22,43,1
2020-01-11,21900582,Final,1610612743,1610612739,2019,1610612743,103,0.432,0.722,0.205,23,42,1610612739,111,0.494,0.846,0.324,22,55,0
2020-01-11,21900583,Final,1610612757,1610612749,2019,1610612757,101,0.389,0.81,0.278,17,48,1610612749,122,0.456,0.7,0.368,21,60,0
2020-01-10,21900567,Final,1610612764,1610612737,2019,1610612764,111,0.375,0.607,0.345,26,57,1610612737,101,0.461,0.5,0.241,19,56,1
2020-01-10,21900569,Final,1610612752,1610612740,2019,1610612752,111,0.46,0.7,0.185,26,46,1610612740,123,0.558,0.529,0.474,35,43,0
2020-01-10,21900568,Final,1610612751,1610612748,2019,1610612751,117,0.484,0.632,0.341,31,51,1610612748,113,0.518,0.857,0.241,26,40,1
2020-01-10,21900570,Final,1610612741,1610612754,2019,1610612741,105,0.463,0.813,0.439,16,36,1610612754,116,0.571,0.643,0.367,31,46,0
2020-01-10,21900571,Final,1610612763,1610612759,2019,1610612763,134,0.52,0.875,0.421,39,49,1610612759,121,0.483,0.87,0.425,29,37,1
2020-01-10,21900573,Final,1610612756,1610612753,2019,1610612756,98,0.418,0.885,0.321,19,44,1610612753,94,0.371,0.792,0.273,15,49,1
2020-01-10,21900574,Final,1610612762,1610612766,2019,1610612762,109,0.506,0.786,0.429,28,40,1610612766,92,0.467,0.737,0.308,20,37,1
2020-01-10,21900572,Final,1610612742,1610612747,2019,1610612742,114,0.406,0.676,0.289,19,47,1610612747,129,0.528,0.781,0.417,18,49,0
2020-01-10,21900575,Final,1610612758,1610612749,2019,1610612758,106,0.458,0.8,0.286,26,45,1610612749,127,0.495,0.767,0.256,29,52,0
2020-01-10,21900576,Final,1610612746,1610612744,2019,1610612746,109,0.488,0.727,0.282,27,54,1610612744,100,0.385,0.72,0.205,28,46,1
2020-01-09,21900563,Final,1610612765,1610612739,2019,1610612765,112,0.49,0.625,0.3,20,46,1610612739,115,0.527,0.7,0.25,24,39,0
2020-01-09,21900564,Final,1610612755,1610612738,2019,1610612755,109,0.489,0.706,0.407,24,48,1610612738,98,0.432,1,0.389,17,38,1
2020-01-09,21900565,Final,1610612750,1610612757,2019,1610612750,116,0.494,0.714,0.406,25,56,1610612757,102,0.365,0.677,0.297,14,41,1
2020-01-09,21900566,Final,1610612760,1610612745,2019,1610612760,113,0.494,0.8,0.344,22,52,1610612745,92,0.382,0.929,0.275,16,39,1
2020-01-08,21900554,Final,1610612738,1610612759,2019,1610612738,114,0.416,0.9,0.342,26,39,1610612759,129,0.552,0.923,0.31,28,49,0
2020-01-08,21900555,Final,1610612766,1610612761,2019,1610612766,110,0.442,0.731,0.405,30,50,1610612761,112,0.447,0.7,0.389,34,46,0
2020-01-08,21900556,Final,1610612754,1610612748,2019,1610612754,108,0.476,0.76,0.333,25,37,1610612748,122,0.531,0.8,0.421,28,41,0
