account_id,district_id,frequency,account_open_date,client_id
737,34,MONTHLY STATEMENTS,1993-12-08,885
2306,38,MONTHLY STATEMENTS,1993-12-08,2790
1673,53,MONTHLY STATEMENTS,1993-12-08,2031
10663,11,MONTHLY STATEMENTS,1993-12-08,13113
3345,22,MONTHLY STATEMENTS,1993-12-08,4044
1970,8,MONTHLY STATEMENTS,1993-12-08,2395
2504,16,MONTHLY STATEMENTS,1993-12-09,3023
358,12,MONTHLY STATEMENTS,1993-12-09,436
2980,66,MONTHLY STATEMENTS,1993-12-09,3598
3918,53,MONTHLY STATEMENTS,1993-12-09,4724
1680,59,MONTHLY STATEMENTS,1993-12-10,2040
3039,1,MONTHLY STATEMENTS,1993-12-10,3673
3380,64,MONTHLY STATEMENTS,1993-12-10,4087
2128,22,MONTHLY STATEMENTS,1993-12-10,2574
903,47,MONTHLY STATEMENTS,1993-12-10,1088
1762,28,MONTHLY STATEMENTS,1993-12-11,2136
61,70,MONTHLY STATEMENTS,1993-12-11,70
391,36,MONTHLY STATEMENTS,1993-12-11,472
2305,1,MONTHLY STATEMENTS,1993-12-11,2789
1588,67,MONTHLY STATEMENTS,1993-12-11,1924
183,43,MONTHLY STATEMENTS,1993-12-12,223
365,74,MONTHLY STATEMENTS,1993-12-12,444
2476,32,MONTHLY STATEMENTS,1993-12-12,2990
347,65,MONTHLY STATEMENTS,1993-12-13,424
1877,76,MONTHLY STATEMENTS,1993-12-13,2278
3196,1,MONTHLY STATEMENTS,1993-12-13,3863
2928,55,MONTHLY STATEMENTS,1993-12-14,3536
1225,4,MONTHLY STATEMENTS,1993-12-14,1478
3825,7,MONTHLY STATEMENTS,1993-12-14,4609
180,55,WEEKLY STATEMENTS,1993-12-14,219
2813,24,MONTHLY STATEMENTS,1993-12-15,3397
1605,72,MONTHLY STATEMENTS,1993-12-16,1946
1792,7,MONTHLY STATEMENTS,1993-12-16,2172
1604,54,MONTHLY STATEMENTS,1993-12-16,1945
883,1,MONTHLY STATEMENTS,1993-12-17,1064
441,27,WEEKLY STATEMENTS,1993-12-17,531
3429,73,MONTHLY STATEMENTS,1993-12-17,4145
4514,69,MONTHLY STATEMENTS,1993-12-18,5445
1088,32,MONTHLY STATEMENTS,1993-12-19,1306
3094,56,MONTHLY STATEMENTS,1993-12-20,3742
1768,15,MONTHLY STATEMENTS,1993-12-20,2144
2768,73,MONTHLY STATEMENTS,1993-12-20,3342
2257,57,MONTHLY STATEMENTS,1993-12-21,2732
1882,1,MONTHLY STATEMENTS,1993-12-21,2283
719,30,MONTHLY STATEMENTS,1993-12-21,862
5092,74,MONTHLY STATEMENTS,1993-12-21,6144
3292,1,MONTHLY STATEMENTS,1993-12-21,3983
3604,75,MONTHLY STATEMENTS,1993-12-22,4347
2733,76,MONTHLY STATEMENTS,1993-12-22,3299
3669,76,MONTHLY STATEMENTS,1993-12-22,4422
1940,52,MONTHLY STATEMENTS,1993-12-22,2356
3056,55,MONTHLY STATEMENTS,1993-12-22,3695
1419,33,MONTHLY STATEMENTS,1993-12-22,1720
2971,76,WEEKLY STATEMENTS,1993-12-23,3588
1959,62,MONTHLY STATEMENTS,1993-12-24,2382
3164,33,MONTHLY STATEMENTS,1993-12-24,3826
3197,1,MONTHLY STATEMENTS,1993-12-25,3865
2770,42,MONTHLY STATEMENTS,1993-12-25,3344
7944,59,MONTHLY STATEMENTS,1993-12-27,9820
1080,55,MONTHLY STATEMENTS,1993-12-27,1296
6148,74,MONTHLY STATEMENTS,1993-12-27,7422
2010,1,MONTHLY STATEMENTS,1993-12-27,2441
3135,72,MONTHLY STATEMENTS,1993-12-27,3791
1098,47,MONTHLY STATEMENTS,1993-12-28,1318
100,41,MONTHLY STATEMENTS,1993-12-28,121
2913,8,MONTHLY STATEMENTS,1993-12-28,3520
1153,35,MONTHLY STATEMENTS,1993-12-29,1387
1635,19,MONTHLY STATEMENTS,1993-12-29,1981
2842,14,MONTHLY STATEMENTS,1993-12-29,3435
3759,1,MONTHLY STATEMENTS,1993-12-29,4535
3594,29,MONTHLY STATEMENTS,1993-12-30,4337
2778,38,MONTHLY STATEMENTS,1993-12-30,3355
2161,15,WEEKLY STATEMENTS,1993-12-30,2615
2789,14,MONTHLY STATEMENTS,1994-01-01,3368
1552,18,MONTHLY STATEMENTS,1994-01-02,1883
628,72,MONTHLY STATEMENTS,1994-01-03,755
1458,29,MONTHLY STATEMENTS,1994-01-03,1768
2673,34,MONTHLY STATEMENTS,1994-01-04,3228
1788,1,MONTHLY STATEMENTS,1994-01-04,2167
1193,29,MONTHLY STATEMENTS,1994-01-05,1439
969,19,MONTHLY STATEMENTS,1994-01-08,1168
1512,1,MONTHLY STATEMENTS,1994-01-08,1832
3997,62,MONTHLY STATEMENTS,1994-01-13,4819
2179,1,WEEKLY STATEMENTS,1994-01-14,2638
1164,35,MONTHLY STATEMENTS,1994-01-14,1401
4774,66,MONTHLY STATEMENTS,1994-01-14,5760
4413,74,WEEKLY STATEMENTS,1994-01-15,5318
1824,52,MONTHLY STATEMENTS,1994-01-17,2212
1231,7,MONTHLY STATEMENTS,1994-01-18,1485
2664,58,MONTHLY STATEMENTS,1994-01-20,3216
1627,1,MONTHLY STATEMENTS,1994-01-20,1972
9104,10,MONTHLY STATEMENTS,1994-01-21,11208
2326,70,MONTHLY STATEMENTS,1994-01-24,2813
4356,47,MONTHLY STATEMENTS,1994-01-26,5247
3667,55,MONTHLY STATEMENTS,1994-01-26,4420
742,77,MONTHLY STATEMENTS,1994-01-28,890
2538,42,MONTHLY STATEMENTS,1994-01-30,3064
127,29,MONTHLY STATEMENTS,1994-02-02,152
726,76,MONTHLY STATEMENTS,1994-02-03,871
4907,42,MONTHLY STATEMENTS,1994-02-06,5928
2628,64,STATEMENTS AFTER TRANSACTION,1994-02-06,3172
3898,70,MONTHLY STATEMENTS,1994-02-07,4700
6472,61,MONTHLY STATEMENTS,1994-02-08,7814
1770,65,MONTHLY STATEMENTS,1994-02-08,2146
2472,60,MONTHLY STATEMENTS,1994-02-08,2984
1159,49,MONTHLY STATEMENTS,1994-02-09,1394
4418,66,MONTHLY STATEMENTS,1994-02-09,5325
1470,19,MONTHLY STATEMENTS,1994-02-10,1782
1813,47,MONTHLY STATEMENTS,1994-02-11,2197
4416,14,MONTHLY STATEMENTS,1994-02-12,5323
2315,75,MONTHLY STATEMENTS,1994-02-13,2801
3876,69,MONTHLY STATEMENTS,1994-02-13,4673
4329,1,MONTHLY STATEMENTS,1994-02-17,5213
3184,1,MONTHLY STATEMENTS,1994-02-18,3849
370,25,MONTHLY STATEMENTS,1994-02-18,450
1317,56,MONTHLY STATEMENTS,1994-02-18,1592
2675,1,MONTHLY STATEMENTS,1994-02-19,3230
3840,76,MONTHLY STATEMENTS,1994-02-19,4629
4009,56,MONTHLY STATEMENTS,1994-02-20,4832
3886,1,MONTHLY STATEMENTS,1994-02-20,4684
3445,1,MONTHLY STATEMENTS,1994-02-22,4166
2482,1,MONTHLY STATEMENTS,1994-02-23,2997
2361,28,MONTHLY STATEMENTS,1994-02-25,2853
974,29,MONTHLY STATEMENTS,1994-02-25,1174
2959,8,MONTHLY STATEMENTS,1994-02-25,3573
1880,76,MONTHLY STATEMENTS,1994-02-25,2281
3355,70,MONTHLY STATEMENTS,1994-02-26,4057
2501,30,MONTHLY STATEMENTS,1994-02-26,3019
1073,73,MONTHLY STATEMENTS,1994-02-27,1288
8558,1,STATEMENTS AFTER TRANSACTION,1994-02-27,10555
3101,1,MONTHLY STATEMENTS,1994-02-27,3750
2568,17,MONTHLY STATEMENTS,1994-03-02,3099
1169,49,STATEMENTS AFTER TRANSACTION,1994-03-02,1408
3684,23,MONTHLY STATEMENTS,1994-03-04,4442
1406,50,MONTHLY STATEMENTS,1994-03-04,1703
71,1,MONTHLY STATEMENTS,1994-03-05,83
3528,10,MONTHLY STATEMENTS,1994-03-05,4259
3405,36,MONTHLY STATEMENTS,1994-03-07,4116
6118,1,WEEKLY STATEMENTS,1994-03-07,7390
2382,59,MONTHLY STATEMENTS,1994-03-08,2877
1570,1,MONTHLY STATEMENTS,1994-03-12,1903
1511,51,STATEMENTS AFTER TRANSACTION,1994-03-13,1831
1237,9,MONTHLY STATEMENTS,1994-03-13,1492
3307,30,MONTHLY STATEMENTS,1994-03-13,3999
3378,55,MONTHLY STATEMENTS,1994-03-14,4084
989,19,MONTHLY STATEMENTS,1994-03-14,1193
3253,71,STATEMENTS AFTER TRANSACTION,1994-03-15,3935
1626,3,MONTHLY STATEMENTS,1994-03-15,1971
289,1,MONTHLY STATEMENTS,1994-03-17,351
1987,54,MONTHLY STATEMENTS,1994-03-17,2414
817,5,MONTHLY STATEMENTS,1994-03-18,981
2228,34,MONTHLY STATEMENTS,1994-03-19,2700
904,1,MONTHLY STATEMENTS,1994-03-20,1089
3824,41,MONTHLY STATEMENTS,1994-03-20,4608
3599,63,MONTHLY STATEMENTS,1994-03-20,4342
22,1,MONTHLY STATEMENTS,1994-03-23,28
470,64,MONTHLY STATEMENTS,1994-03-23,565
1273,37,MONTHLY STATEMENTS,1994-03-25,1536
237,50,MONTHLY STATEMENTS,1994-03-25,287
59,43,MONTHLY STATEMENTS,1994-03-27,68
572,32,MONTHLY STATEMENTS,1994-03-27,686
1269,52,MONTHLY STATEMENTS,1994-03-28,1531
855,1,MONTHLY STATEMENTS,1994-03-28,1030
3183,45,MONTHLY STATEMENTS,1994-04-01,3848
1969,5,MONTHLY STATEMENTS,1994-04-02,2394
2799,54,WEEKLY STATEMENTS,1994-04-03,3382
1042,43,MONTHLY STATEMENTS,1994-04-03,1250
1158,50,MONTHLY STATEMENTS,1994-04-03,1392
2713,26,MONTHLY STATEMENTS,1994-04-03,3274
740,28,MONTHLY STATEMENTS,1994-04-04,888
493,26,MONTHLY STATEMENTS,1994-04-05,592
2067,76,MONTHLY STATEMENTS,1994-04-07,2506
3804,7,MONTHLY STATEMENTS,1994-04-07,4584
4259,66,MONTHLY STATEMENTS,1994-04-08,5133
2886,1,MONTHLY STATEMENTS,1994-04-08,3488
761,43,MONTHLY STATEMENTS,1994-04-09,911
1918,24,MONTHLY STATEMENTS,1994-04-10,2328
3036,10,MONTHLY STATEMENTS,1994-04-10,3669
3259,1,MONTHLY STATEMENTS,1994-04-11,3943
4408,71,WEEKLY STATEMENTS,1994-04-11,5312
2009,17,MONTHLY STATEMENTS,1994-04-14,2440
1194,1,MONTHLY STATEMENTS,1994-04-15,1440
3718,63,MONTHLY STATEMENTS,1994-04-16,4483
3201,4,MONTHLY STATEMENTS,1994-04-17,3870
460,1,MONTHLY STATEMENTS,1994-04-18,552
784,59,MONTHLY STATEMENTS,1994-04-19,938
3714,2,WEEKLY STATEMENTS,1994-04-21,4479
2154,63,MONTHLY STATEMENTS,1994-04-21,2607
1256,38,MONTHLY STATEMENTS,1994-04-21,1516
1353,51,MONTHLY STATEMENTS,1994-04-21,1640
1820,10,MONTHLY STATEMENTS,1994-04-22,2206
2494,74,MONTHLY STATEMENTS,1994-04-23,3011
2399,1,MONTHLY STATEMENTS,1994-04-26,2896
343,18,MONTHLY STATEMENTS,1994-04-26,420
575,38,MONTHLY STATEMENTS,1994-04-26,690
900,48,MONTHLY STATEMENTS,1994-04-26,1083
1467,37,MONTHLY STATEMENTS,1994-04-27,1779
31,68,MONTHLY STATEMENTS,1994-04-27,39
1375,19,MONTHLY STATEMENTS,1994-04-27,1663
1371,1,MONTHLY STATEMENTS,1994-04-27,1659
844,53,MONTHLY STATEMENTS,1994-04-28,1018
908,62,MONTHLY STATEMENTS,1994-04-29,1093
3134,48,MONTHLY STATEMENTS,1994-04-29,3790
2092,1,MONTHLY STATEMENTS,1994-04-29,2535
3747,1,MONTHLY STATEMENTS,1994-05-01,4520
277,32,STATEMENTS AFTER TRANSACTION,1994-05-01,334
3595,30,MONTHLY STATEMENTS,1994-05-01,4338
2511,40,MONTHLY STATEMENTS,1994-05-01,3031
1388,29,MONTHLY STATEMENTS,1994-05-02,1680
4245,52,MONTHLY STATEMENTS,1994-05-02,5117
3838,3,MONTHLY STATEMENTS,1994-05-02,4626
543,64,MONTHLY STATEMENTS,1994-05-03,654
3653,31,MONTHLY STATEMENTS,1994-05-03,4404
524,61,MONTHLY STATEMENTS,1994-05-03,630
82,26,MONTHLY STATEMENTS,1994-05-03,97
3912,2,MONTHLY STATEMENTS,1994-05-04,4718
1949,41,MONTHLY STATEMENTS,1994-05-04,2370
1865,1,MONTHLY STATEMENTS,1994-05-04,2263
451,11,MONTHLY STATEMENTS,1994-05-05,543
50,1,MONTHLY STATEMENTS,1994-05-06,59
1184,14,MONTHLY STATEMENTS,1994-05-06,1427
363,1,MONTHLY STATEMENTS,1994-05-06,441
2454,8,MONTHLY STATEMENTS,1994-05-07,2964
2847,75,MONTHLY STATEMENTS,1994-05-08,3441
2740,14,MONTHLY STATEMENTS,1994-05-08,3307
1871,48,MONTHLY STATEMENTS,1994-05-10,2269
8405,20,MONTHLY STATEMENTS,1994-05-10,10382
266,47,MONTHLY STATEMENTS,1994-05-11,321
1879,10,MONTHLY STATEMENTS,1994-05-13,2280
2259,64,MONTHLY STATEMENTS,1994-05-14,2735
609,63,MONTHLY STATEMENTS,1994-05-15,729
9750,74,MONTHLY STATEMENTS,1994-05-16,12003
2375,29,MONTHLY STATEMENTS,1994-05-16,2870
216,38,MONTHLY STATEMENTS,1994-05-16,261
56,50,MONTHLY STATEMENTS,1994-05-16,65
7824,60,MONTHLY STATEMENTS,1994-05-17,9675
649,69,WEEKLY STATEMENTS,1994-05-17,779
2996,54,MONTHLY STATEMENTS,1994-05-17,3618
1509,51,MONTHLY STATEMENTS,1994-05-19,1829
2170,1,STATEMENTS AFTER TRANSACTION,1994-05-19,2626
2001,75,MONTHLY STATEMENTS,1994-05-19,2431
2903,38,MONTHLY STATEMENTS,1994-05-19,3508
3717,56,MONTHLY STATEMENTS,1994-05-20,4482
4195,67,MONTHLY STATEMENTS,1994-05-21,5056
2496,51,MONTHLY STATEMENTS,1994-05-21,3013
9583,31,WEEKLY STATEMENTS,1994-05-22,11794
3636,21,MONTHLY STATEMENTS,1994-05-22,4385
1826,5,MONTHLY STATEMENTS,1994-05-22,2214
2227,31,WEEKLY STATEMENTS,1994-05-22,2698
2749,1,MONTHLY STATEMENTS,1994-05-23,3319
535,35,MONTHLY STATEMENTS,1994-05-24,644
4066,72,MONTHLY STATEMENTS,1994-05-24,4901
2662,71,MONTHLY STATEMENTS,1994-05-24,3214
1053,57,MONTHLY STATEMENTS,1994-05-25,1265
11333,8,MONTHLY STATEMENTS,1994-05-26,13931
1838,68,MONTHLY STATEMENTS,1994-05-26,2229
3037,44,MONTHLY STATEMENTS,1994-05-26,3670
3372,23,MONTHLY STATEMENTS,1994-05-26,4078
985,32,MONTHLY STATEMENTS,1994-05-29,1187
6924,74,MONTHLY STATEMENTS,1994-06-01,8359
3484,22,MONTHLY STATEMENTS,1994-06-01,4211
700,20,MONTHLY STATEMENTS,1994-06-01,840
3289,1,MONTHLY STATEMENTS,1994-06-02,3980
2638,5,MONTHLY STATEMENTS,1994-06-02,3184
8316,70,MONTHLY STATEMENTS,1994-06-04,10269
1634,77,MONTHLY STATEMENTS,1994-06-04,1980
4825,15,MONTHLY STATEMENTS,1994-06-04,5826
3650,8,MONTHLY STATEMENTS,1994-06-05,4401
10942,44,WEEKLY STATEMENTS,1994-06-05,13451
2922,16,MONTHLY STATEMENTS,1994-06-06,3530
693,2,MONTHLY STATEMENTS,1994-06-06,831
2260,1,MONTHLY STATEMENTS,1994-06-07,2736
538,70,MONTHLY STATEMENTS,1994-06-07,648
548,16,MONTHLY STATEMENTS,1994-06-07,660
941,8,MONTHLY STATEMENTS,1994-06-08,1135
2155,58,MONTHLY STATEMENTS,1994-06-08,2608
4519,8,MONTHLY STATEMENTS,1994-06-08,5450
3539,42,MONTHLY STATEMENTS,1994-06-08,4272
6511,72,MONTHLY STATEMENTS,1994-06-10,7863
2569,2,MONTHLY STATEMENTS,1994-06-10,3100
43,36,MONTHLY STATEMENTS,1994-06-12,51
1047,46,MONTHLY STATEMENTS,1994-06-13,1256
3479,22,MONTHLY STATEMENTS,1994-06-14,4206
2868,1,MONTHLY STATEMENTS,1994-06-15,3466
4328,72,MONTHLY STATEMENTS,1994-06-17,5212
5628,61,MONTHLY STATEMENTS,1994-06-17,6798
3160,22,MONTHLY STATEMENTS,1994-06-19,3821
1856,26,MONTHLY STATEMENTS,1994-06-19,2251
154,46,MONTHLY STATEMENTS,1994-06-21,186
3030,65,MONTHLY STATEMENTS,1994-06-22,3660
1938,1,MONTHLY STATEMENTS,1994-06-25,2354
1870,10,MONTHLY STATEMENTS,1994-06-25,2268
3275,74,MONTHLY STATEMENTS,1994-06-29,3964
8492,2,MONTHLY STATEMENTS,1994-06-29,10479
10093,1,WEEKLY STATEMENTS,1994-07-01,12416
3805,9,MONTHLY STATEMENTS,1994-07-02,4585
200,17,MONTHLY STATEMENTS,1994-07-03,242
2471,6,MONTHLY STATEMENTS,1994-07-03,2982
352,39,MONTHLY STATEMENTS,1994-07-04,430
1291,1,MONTHLY STATEMENTS,1994-07-04,1561
161,28,MONTHLY STATEMENTS,1994-07-04,194
711,70,MONTHLY STATEMENTS,1994-07-06,853
964,26,MONTHLY STATEMENTS,1994-07-08,1162
1012,65,MONTHLY STATEMENTS,1994-07-09,1216
4276,43,MONTHLY STATEMENTS,1994-07-09,5152
901,60,MONTHLY STATEMENTS,1994-07-10,1085
7765,52,WEEKLY STATEMENTS,1994-07-10,9606
90,1,MONTHLY STATEMENTS,1994-07-13,107
5574,13,WEEKLY STATEMENTS,1994-07-14,6731
741,54,MONTHLY STATEMENTS,1994-07-14,889
2819,35,MONTHLY STATEMENTS,1994-07-16,3407
478,58,MONTHLY STATEMENTS,1994-07-16,575
2615,68,MONTHLY STATEMENTS,1994-07-17,3156
3503,1,MONTHLY STATEMENTS,1994-07-17,4231
3921,18,MONTHLY STATEMENTS,1994-07-17,4729
662,21,MONTHLY STATEMENTS,1994-07-18,793
2654,56,MONTHLY STATEMENTS,1994-07-21,3202
9627,65,STATEMENTS AFTER TRANSACTION,1994-07-22,11851
2470,16,MONTHLY STATEMENTS,1994-07-23,2981
427,8,MONTHLY STATEMENTS,1994-07-24,513
709,19,MONTHLY STATEMENTS,1994-07-25,850
629,31,MONTHLY STATEMENTS,1994-07-25,756
2606,1,MONTHLY STATEMENTS,1994-07-27,3144
6738,62,MONTHLY STATEMENTS,1994-07-28,8130
2912,74,MONTHLY STATEMENTS,1994-07-30,3519
4995,20,WEEKLY STATEMENTS,1994-08-01,6034
1022,33,WEEKLY STATEMENTS,1994-08-01,1226
1797,24,MONTHLY STATEMENTS,1994-08-01,2177
3497,76,MONTHLY STATEMENTS,1994-08-02,4225
1848,1,MONTHLY STATEMENTS,1994-08-04,2242
582,12,MONTHLY STATEMENTS,1994-08-05,700
3167,18,MONTHLY STATEMENTS,1994-08-08,3830
1579,57,MONTHLY STATEMENTS,1994-08-09,1912
610,74,MONTHLY STATEMENTS,1994-08-11,731
3536,24,MONTHLY STATEMENTS,1994-08-11,4267
1017,14,MONTHLY STATEMENTS,1994-08-11,1221
3017,75,MONTHLY STATEMENTS,1994-08-12,3644
3112,38,MONTHLY STATEMENTS,1994-08-12,3763
1360,71,MONTHLY STATEMENTS,1994-08-14,1647
2747,1,MONTHLY STATEMENTS,1994-08-14,3316
9192,1,MONTHLY STATEMENTS,1994-08-16,11319
1398,62,MONTHLY STATEMENTS,1994-08-18,1692
1246,58,MONTHLY STATEMENTS,1994-08-18,1503
1592,38,MONTHLY STATEMENTS,1994-08-18,1930
3728,10,MONTHLY STATEMENTS,1994-08-18,4496
4131,5,MONTHLY STATEMENTS,1994-08-19,4974
377,70,MONTHLY STATEMENTS,1994-08-19,457
1911,68,MONTHLY STATEMENTS,1994-08-21,2321
635,21,MONTHLY STATEMENTS,1994-08-21,762
3625,3,MONTHLY STATEMENTS,1994-08-22,4372
3425,70,MONTHLY STATEMENTS,1994-08-24,4140
1327,65,MONTHLY STATEMENTS,1994-08-24,1606
8776,64,MONTHLY STATEMENTS,1994-08-24,10818
2798,70,MONTHLY STATEMENTS,1994-08-24,3381
2401,16,MONTHLY STATEMENTS,1994-08-26,2899
3612,70,MONTHLY STATEMENTS,1994-08-27,4358
4580,9,MONTHLY STATEMENTS,1994-08-27,5521
3226,65,MONTHLY STATEMENTS,1994-08-28,3902
7523,63,MONTHLY STATEMENTS,1994-08-29,9316
3533,74,MONTHLY STATEMENTS,1994-08-29,4264
422,53,WEEKLY STATEMENTS,1994-08-29,508
3608,72,WEEKLY STATEMENTS,1994-08-30,4352
1105,55,MONTHLY STATEMENTS,1994-09-01,1326
2596,1,MONTHLY STATEMENTS,1994-09-02,3132
9006,40,WEEKLY STATEMENTS,1994-09-02,11093
3579,53,MONTHLY STATEMENTS,1994-09-02,4317
710,25,MONTHLY STATEMENTS,1994-09-02,851
7546,43,MONTHLY STATEMENTS,1994-09-03,9346
1766,28,MONTHLY STATEMENTS,1994-09-03,2141
1292,3,MONTHLY STATEMENTS,1994-09-03,1563
3797,64,MONTHLY STATEMENTS,1994-09-03,4577
3478,30,MONTHLY STATEMENTS,1994-09-04,4205
8899,1,WEEKLY STATEMENTS,1994-09-05,10963
1975,19,MONTHLY STATEMENTS,1994-09-07,2400
3049,61,MONTHLY STATEMENTS,1994-09-08,3686
3730,17,MONTHLY STATEMENTS,1994-09-08,4500
1714,72,MONTHLY STATEMENTS,1994-09-08,2079
518,74,MONTHLY STATEMENTS,1994-09-09,622
6321,1,MONTHLY STATEMENTS,1994-09-10,7632
3926,72,MONTHLY STATEMENTS,1994-09-11,4734
1878,52,WEEKLY STATEMENTS,1994-09-13,2279
3712,3,MONTHLY STATEMENTS,1994-09-13,4476
2030,51,MONTHLY STATEMENTS,1994-09-13,2465
3869,72,MONTHLY STATEMENTS,1994-09-13,4663
1908,20,MONTHLY STATEMENTS,1994-09-13,2318
3142,2,MONTHLY STATEMENTS,1994-09-14,3799
1301,18,MONTHLY STATEMENTS,1994-09-15,1574
3288,54,MONTHLY STATEMENTS,1994-09-15,3979
318,36,MONTHLY STATEMENTS,1994-09-16,388
3336,51,MONTHLY STATEMENTS,1994-09-19,4033
1653,1,MONTHLY STATEMENTS,1994-09-19,2004
577,29,MONTHLY STATEMENTS,1994-09-20,694
2960,19,MONTHLY STATEMENTS,1994-09-20,3574
2267,54,WEEKLY STATEMENTS,1994-09-20,2745
1989,48,MONTHLY STATEMENTS,1994-09-21,2417
1352,1,MONTHLY STATEMENTS,1994-09-23,1639
851,15,MONTHLY STATEMENTS,1994-09-23,1025
716,47,MONTHLY STATEMENTS,1994-09-25,858
3555,32,MONTHLY STATEMENTS,1994-09-26,4290
6,51,MONTHLY STATEMENTS,1994-09-27,8
1828,1,MONTHLY STATEMENTS,1994-09-28,2216
1333,21,MONTHLY STATEMENTS,1994-09-29,1614
11359,61,MONTHLY STATEMENTS,1994-10-01,13968
3457,54,MONTHLY STATEMENTS,1994-10-01,4179
2627,76,MONTHLY STATEMENTS,1994-10-02,3170
2025,19,MONTHLY STATEMENTS,1994-10-02,2460
3975,20,MONTHLY STATEMENTS,1994-10-02,4794
2905,74,MONTHLY STATEMENTS,1994-10-03,3511
3827,1,MONTHLY STATEMENTS,1994-10-04,4611
939,55,MONTHLY STATEMENTS,1994-10-04,1131
1421,71,MONTHLY STATEMENTS,1994-10-05,1723
1934,46,MONTHLY STATEMENTS,1994-10-05,2349
3878,23,MONTHLY STATEMENTS,1994-10-07,4675
2363,47,MONTHLY STATEMENTS,1994-10-07,2856
1559,14,MONTHLY STATEMENTS,1994-10-08,1890
2195,73,MONTHLY STATEMENTS,1994-10-08,2657
1205,73,MONTHLY STATEMENTS,1994-10-08,1454
2059,37,MONTHLY STATEMENTS,1994-10-08,2498
2333,45,MONTHLY STATEMENTS,1994-10-08,2821
3074,74,WEEKLY STATEMENTS,1994-10-08,3716
2840,15,MONTHLY STATEMENTS,1994-10-09,3432
2430,3,MONTHLY STATEMENTS,1994-10-09,2936
2463,56,MONTHLY STATEMENTS,1994-10-11,2974
3860,4,MONTHLY STATEMENTS,1994-10-11,4653
2788,54,MONTHLY STATEMENTS,1994-10-12,3366
8127,37,MONTHLY STATEMENTS,1994-10-13,10040
596,31,MONTHLY STATEMENTS,1994-10-13,714
3622,53,MONTHLY STATEMENTS,1994-10-15,4369
1312,23,MONTHLY STATEMENTS,1994-10-15,1587
2742,23,MONTHLY STATEMENTS,1994-10-15,3310
654,63,MONTHLY STATEMENTS,1994-10-16,785
4283,39,MONTHLY STATEMENTS,1994-10-16,5159
2924,56,MONTHLY STATEMENTS,1994-10-16,3532
3756,39,WEEKLY STATEMENTS,1994-10-17,4532
2790,1,MONTHLY STATEMENTS,1994-10-18,3369
67,16,MONTHLY STATEMENTS,1994-10-19,78
2949,1,MONTHLY STATEMENTS,1994-10-21,3562
3849,75,MONTHLY STATEMENTS,1994-10-21,4640
5422,66,MONTHLY STATEMENTS,1994-10-22,6544
988,10,MONTHLY STATEMENTS,1994-10-22,1192
3058,44,MONTHLY STATEMENTS,1994-10-23,3698
1958,40,MONTHLY STATEMENTS,1994-10-24,2380
1441,50,MONTHLY STATEMENTS,1994-10-25,1749
1109,66,MONTHLY STATEMENTS,1994-10-27,1330
2536,41,MONTHLY STATEMENTS,1994-10-28,3062
1295,15,MONTHLY STATEMENTS,1994-10-28,1566
3419,1,MONTHLY STATEMENTS,1994-10-29,4134
1993,68,MONTHLY STATEMENTS,1994-10-30,2422
1076,1,MONTHLY STATEMENTS,1994-10-30,1291
960,4,STATEMENTS AFTER TRANSACTION,1994-11-02,1157
201,63,MONTHLY STATEMENTS,1994-11-02,243
1168,29,MONTHLY STATEMENTS,1994-11-03,1406
2365,42,MONTHLY STATEMENTS,1994-11-04,2858
973,54,MONTHLY STATEMENTS,1994-11-05,1172
3663,67,MONTHLY STATEMENTS,1994-11-06,4416
3576,58,MONTHLY STATEMENTS,1994-11-07,4314
4082,49,MONTHLY STATEMENTS,1994-11-08,4919
2541,57,MONTHLY STATEMENTS,1994-11-08,3067
4476,24,MONTHLY STATEMENTS,1994-11-10,5399
2572,64,STATEMENTS AFTER TRANSACTION,1994-11-13,3103
2377,77,MONTHLY STATEMENTS,1994-11-13,2872
1554,47,MONTHLY STATEMENTS,1994-11-15,1885
5632,5,WEEKLY STATEMENTS,1994-11-15,6803
940,37,MONTHLY STATEMENTS,1994-11-15,1133
1583,69,STATEMENTS AFTER TRANSACTION,1994-11-17,1917
2218,19,MONTHLY STATEMENTS,1994-11-21,2686
1708,22,MONTHLY STATEMENTS,1994-11-21,2073
449,19,MONTHLY STATEMENTS,1994-11-22,540
2044,6,MONTHLY STATEMENTS,1994-11-23,2481
11186,12,MONTHLY STATEMENTS,1994-11-24,13750
29,7,MONTHLY STATEMENTS,1994-11-24,36
3752,1,MONTHLY STATEMENTS,1994-11-25,4527
2028,7,WEEKLY STATEMENTS,1994-11-26,2463
1294,71,MONTHLY STATEMENTS,1994-11-27,1565
106,63,MONTHLY STATEMENTS,1994-11-27,128
2707,61,MONTHLY STATEMENTS,1994-11-27,3267
2027,19,MONTHLY STATEMENTS,1994-11-28,2462
3369,8,MONTHLY STATEMENTS,1994-12-01,4075
9731,54,STATEMENTS AFTER TRANSACTION,1994-12-01,11978
1578,48,MONTHLY STATEMENTS,1994-12-01,1911
8411,20,MONTHLY STATEMENTS,1994-12-02,10389
1919,18,MONTHLY STATEMENTS,1994-12-04,2329
1307,56,MONTHLY STATEMENTS,1994-12-05,1581
2121,64,MONTHLY STATEMENTS,1994-12-05,2565
1436,3,MONTHLY STATEMENTS,1994-12-07,1743
3489,9,MONTHLY STATEMENTS,1994-12-08,4217
